id,tweet_text,categorie
arct_train_3639835_338_A3PILUAB7LZGWQ,Reason: The only interest of the private sector is the bottom line profits. Claim: Privatization is a bad deal for cities and states,implicit
arct_train_6129077_395_A34QZDSTKZ3JO9,Reason: Vegan options like juices and replacement items are enriched with vitamins. Claim: Veganism is good for everyone,implicit
arct_train_10951533_475_A1I4CYG5YDFTYM,Reason: They operate in such a large economy that it makes it almost impossible for smaller banks to succeed. Claim: Big banks are out of control,implicit
arct_train_4583769_0_AE861G0AY5RGT,Reason: There is no reason we shouldn't sell reasonable defensive arms to Taiwan. Claim: Keep selling arms to Taiwan,implicit
arct_train_3176054_290_A1DJNUJZN8FE7N,Reason: It undermines public education and emphasizes religious values over facts even though the two can easily co-exist. Claim: Home schoolers do not deserve a tax break,implicit
arct_train_7447002_600_AB98SGS280TY5,"Reason: Reality shows fake misery, drama, and embarrassment and pretend as though it is real. Claim: Reality shows are worse than other TV",implicit
arct_train_7951527_155_A1I4CYG5YDFTYM,Reason: Libraries provide a venue for a number of desirable individual and shared life-enhancing activities. Claim: We need libraries,implicit
arct_train_9831390_0_A104V8NZIQFN2F,Reason: Not our fight. Claim: US should not attack Syria,implicit
arct_train_11894913_488_AA7ASGQEOMKEZ,"Reason: A ratings solution, while messy, would be better than nothing. Claim: Government should grade colleges",implicit
arct_train_2700850_221_AJNQ2PBD07FKE,"Reason: Liberal arts provide knowledge to learn creative thinking, reading, and writing which are important to many career paths. Claim: Colleges need humanities programs",implicit
arct_train_7957857_673_A34QZDSTKZ3JO9,"Reason: Libraries provide internet for those that need it to do homework, find employment, and file taxes. Claim: We need libraries",implicit
arct_train_3122593_214_APW9F8OTJ4KXO,Reason: One can avoid and improve heavy traffic by using public transportation or biking. Claim: New York's bike lanes are working,implicit
arct_train_8389640_328_A247LJDZOGXJK6,Reason: This will cause more government interference in peoples lives relegating parents to a secondary role. Claim: Public preschool is not a smart investment,implicit
arct_train_7046664_196_A247LJDZOGXJK6,Reason: The spouse opinion may not be relevant to the campaign of the president. Claim: We don't need to hear from candidate's spouse,implicit
arct_train_2653827_630_A1CF6U3GF7DZEJ,Reason: Having such high interest in a foundling industry with the economy struggling is proof of the electric cars viability. Claim: Electric cars will succeed,implicit
arct_train_11670926_107_A1DJNUJZN8FE7N,"Reason: If race is such a big part of the economic hardships and the reasons people are denied opportunities, then economic based actions would be a better solution. Claim: Affirmative actions should be based on income",implicit
arct_train_10228010_160_A1HKYY6XI2OHO1,Reason: [They] are short term fix that quickly fades. Claim: Casinos are too much of a gamble,implicit
arct_train_5448130_383_A104V8NZIQFN2F,Reason: Internships are abused by employers and they should be monitored for misuse. Claim: Unpaid internship exploit college students,implicit
arct_train_7441792_159_APW9F8OTJ4KXO,"Reason: Criticism needs to be strongly raised when a reality show is sexist, racist, or misogynistic. Claim: Reality shows are worse than other TV",implicit
arct_train_12629542_220_A1CF6U3GF7DZEJ,Reason: Working with Assad will help defeat radical islamists Claim: The U.S. should work with Assad to fight ISIS,implicit
arct_train_3647415_356_A3TKD7EJ6BM0M5,Reason: Online courses should only be used as a low quality cost savings measure. Claim: Online classes are not the best way to teach,implicit
arct_train_11163402_303_A34QZDSTKZ3JO9,Reason: Giving all immigrants ID cards would allow police to get information about people from their home country. Claim: All immigrants should get ID cards,implicit
arct_train_4803078_343_A1DJNUJZN8FE7N,Reason: Greece cannot support its own economy and is bringing the Euro down. Claim: Greece will destroy the Euro Zone,implicit
arct_train_6210543_90_A3TKD7EJ6BM0M5,"Reason: America has more opportunity, but people are still loyal to their homes. Claim: Dual citizenship should be allowed",implicit
arct_train_8892337_0_AA7ASGQEOMKEZ,Reason: I have poor handwriting and mainly use technology but cursive writing still feels important to me. Claim: Students should be taught cursive,implicit
arct_train_12628825_223_A1DJNUJZN8FE7N,Reason: The U.S. should support the Kurds only. Claim: The U.S. should not work with Assad to fight ISIS,implicit
arct_train_7951620_161_A1I4CYG5YDFTYM,Reason: The library brings community together as a center for development. Claim: We need libraries,implicit
arct_train_10944255_438_A1DJNUJZN8FE7N,Reason: The government is regulated by banks and corporations instead of governments actually regulating banks. Claim: Big banks are out of control,implicit
arct_train_7951577_328_A1I4CYG5YDFTYM,"Reason: My library has many kinds of learning available and provides a community space for everyone, which I love. Claim: We need libraries",implicit
arct_train_5449342_67_A1HKYY6XI2OHO1,Reason: Social mobility is stifled by unpaid internships. Claim: Unpaid internship exploit college students,implicit
arct_train_7528221_101_A104V8NZIQFN2F,Reason: Disasters are locally handled by officials and neighbors. Claim: We don't need FEMA,implicit
arct_train_10100991_0_A104V8NZIQFN2F,Reason: Obamacare used low rates as a shell game to hide high deductibles and co-pays. Claim: Obamacare is not working,implicit
arct_train_5445948_0_A1I4CYG5YDFTYM,Reason: Unpaid interns are not just looking to gain experience. Claim: Unpaid internship exploit college students,implicit
arct_train_9312264_156_A1I4CYG5YDFTYM,"Reason: Diners may not be able to select the server, but they can compensate them according to their service. Claim: To tip",implicit
arct_train_5612224_338_A1CF6U3GF7DZEJ,Reason: People today lack common sense that cannot be taught. Claim: People are getting dumber,implicit
arct_train_5518992_364_A34QZDSTKZ3JO9,Reason: They have paid for the right through taxes and deserve the chance to further their athletic abilities. Claim: Home-schoolers should play for high school teams,implicit
arct_train_7952064_230_A34QZDSTKZ3JO9,Reason: Some people like a social place to read. Claim: We need libraries,implicit
arct_train_6032130_73_A1I4CYG5YDFTYM,"Reason: Some kids are not taught by parents how to cook, and many schools have done away with home economics in favor of science and math. Claim: We need more advice about eating well",implicit
arct_train_9863387_192_APW9F8OTJ4KXO,Reason: Most Americans live within commuting distance of universities. Claim: Students should live off campus,implicit
arct_train_11526420_122_APW9F8OTJ4KXO,Reason: Stenographers' work can be put into an app. Claim: Court stenographers are not necessary,implicit
arct_train_12408129_0_AE861G0AY5RGT,"Reason: Broken windows policing saves money and increases quality of life, a powerful achievement. Claim: Strictly enforcing minor violations deter more serious crime",implicit
arct_train_9830834_412_APW9F8OTJ4KXO,Reason: Syria has hurt its own people and it should be addressed. Claim: US should attack Syria,implicit
arct_train_8841900_282_A1CF6U3GF7DZEJ,Reason: NATO is an organization without a purpose. Claim: We should disband NATO,implicit
arct_train_8834740_580_A1HKYY6XI2OHO1,Reason: College sports make tuition higher. Claim: Drop sports program in undergraduate schools,implicit
arct_train_5448130_383_AB98SGS280TY5,Reason: Internships are abused by employers and they should be monitored for misuse. Claim: Unpaid internship exploit college students,implicit
arct_train_10338783_127_A34QZDSTKZ3JO9,Reason: Police officers are occasionally untruthful or falsify evidence. Claim: Police officers should be required to wear cameras,implicit
arct_train_4062498_218_A247LJDZOGXJK6,Reason: Librarians ensure teachers have the necessary resources. Claim: School librarians are not expendable,implicit
arct_train_5907773_300_A1DJNUJZN8FE7N,Reason: Hosting the Olympics is a waste of money. Claim: Olympics are more trouble,implicit
arct_train_12002102_0_AD8UJKT5HYGNJ,Reason: It is unsupportable for companies to suppress employees' future career options. Claim: Businesses should not be allowed to have new employees sign noncompete deals,implicit
arct_train_12536410_143_AE861G0AY5RGT,Reason: Economic growth needs innovation. Claim: 3-D printing will change the world,implicit
arct_train_9309004_185_A2QVMCGDLTWV9,Reason: Tipping rewards entrepreneurial spirit and hard work. Claim: To tip,implicit
arct_train_11891193_331_A3TKD7EJ6BM0M5,Reason: Governments grading colleges will force colleges to be concerned with student outcome. Claim: Government should grade colleges,implicit
arct_train_2700020_649_A34QZDSTKZ3JO9,Reason: Understanding other culture is more important now than ever before. Claim: Colleges need humanities programs,implicit
arct_train_11970354_200_AYFOAD75CRBKE,Reason: Adults should be able to make their own choices. Claim: Colorado didn't go too far with pot,implicit
arct_train_5612280_615_A34QZDSTKZ3JO9,Reason: In highly respected publications there are numerous errors. Claim: People are getting dumber,implicit
arct_train_4063639_595_A1HKYY6XI2OHO1,Reason: Librarians have the ability to teach a special skill set to those who come to their buildings and they generally have the love of their job to do just that. Claim: School librarians are not expendable,implicit
arct_train_10944652_774_AE861G0AY5RGT,Reason: There is a large rise of debt feeding big banks. Claim: Big banks are out of control,implicit
arct_train_10224439_92_A1I4CYG5YDFTYM,Reason: Casino's take advantage of people and create nothing of substance. Claim: Casinos are too much of a gamble,implicit
arct_train_11404235_276_A3TKD7EJ6BM0M5,Reason: Vaccinations save lives. Claim: Vaccination should be mandatory for all children,implicit
arct_train_10100991_0_AE861G0AY5RGT,Reason: Obamacare used low rates as a shell game to hide high deductibles and co-pays. Claim: Obamacare is not working,implicit
arct_train_12404722_129_A1I4CYG5YDFTYM,Reason: Enforcing minor violations sets the level of civility that is to be expected in neighborhoods. Claim: Strictly enforcing minor violations deter more serious crime,implicit
arct_train_4264489_681_A247LJDZOGXJK6,Reason: Deaf students need more specialized education. Claim: States need special schools for the deaf,implicit
arct_train_2700850_221_A104V8NZIQFN2F,"Reason: Liberal arts provide knowledge to learn creative thinking, reading, and writing which are important to many career paths. Claim: Colleges need humanities programs",implicit
arct_train_13659246_229_A104V8NZIQFN2F,Reason: The CIA violates American laws for no reason. Claim: We don't need the C.I.A.,implicit
arct_train_6812570_454_A1CF6U3GF7DZEJ,"Reason: Doping gives an unfair advantage to certain players which bothers me, Claim: Doping should not be allowed",implicit
arct_train_13320024_249_A104V8NZIQFN2F,Reason: Children need an adult to help them learn good working habits and help with their frustration. Claim: Parents should help their children with homework,implicit
arct_train_4595363_428_A34QZDSTKZ3JO9,"Reason: Everyone needs plenty of rest, school should not interfere with that. Claim: School day should not be longer",implicit
arct_train_9177340_550_A1LZPWVZRTUZD0,Reason: Companies should not be able to patent DNA sequences that already exist. Claim: Companies shouldn't be allowed to patent genes,implicit
arct_train_2699384_115_A1DJNUJZN8FE7N,Reason: Learning just some French can help with travelling. Claim: Colleges need humanities programs,implicit
arct_train_10396017_195_A1DJNUJZN8FE7N,Reason: Offering 6 years of high school can aid in a better and more well rounded curriculum that will help lift students into well paying jobs. Claim: High school should last six years,implicit
arct_train_3234363_0_A1CF6U3GF7DZEJ,Reason: Extreme parenting limits a child's ability to be independent. Claim: Extreme parenting is counterproductive,implicit
arct_train_5447530_253_AJNQ2PBD07FKE,Reason: There are other ways to get your foot in the door besides unpaid internships. Claim: Unpaid internship exploit college students,implicit
arct_train_3651490_320_A3GNQDFPZALU92,"Reason: I found online courses to not be well designed, flexible, or conducive to discussion. Claim: Online classes are not the best way to teach",implicit
arct_train_10951533_599_A104V8NZIQFN2F,"Reason: Smaller banks are more likely to be rigorous in compliance with regulations, as they are beholden to their community. Claim: Big banks are out of control",implicit
arct_train_11408927_12_A104V8NZIQFN2F,Reason: Not vaccinating infringes on the rights of others. Claim: Vaccination should be mandatory for all children,implicit
arct_train_2700020_649_A1DJNUJZN8FE7N,Reason: Understanding other culture is more important now than ever before. Claim: Colleges need humanities programs,implicit
arct_train_13659246_365_A1I4CYG5YDFTYM,Reason: The CIA creates more enemies for the US through it's actions. Claim: We don't need the C.I.A.,implicit
arct_train_3649836_172_A1HKYY6XI2OHO1,Reason: A computer is able to adapt to individual learning pace and needs. Claim: Online classes are the best way to teach,implicit
arct_train_7950152_435_A1CF6U3GF7DZEJ,Reason: Libraries provide for lifelong learning. Claim: We need libraries,implicit
arct_train_4839122_716_A104V8NZIQFN2F,"Reason: Politicians are criticized for pandering to unintelligent voters, so it makes no sense to demand that a larger number of such people be forced to vote. Claim: Voting should not be mandatory",implicit
arct_train_11408162_344_A1DJNUJZN8FE7N,Reason: Vaccination should remain a personal choice. Claim: Vaccination should not be mandatory for all children,implicit
arct_train_2326100_375_APQU1QQ738JV9,Reason: We want the US to regulate so people will not be exploited. Claim: Internet gambling should be legalized,implicit
arct_train_2700862_178_AE861G0AY5RGT,Reason: We should support humanities programs to create a intellectual ecosystem that is complex and evolved. Claim: Colleges need humanities programs,implicit
arct_train_4592432_277_A2GHGJP29KRWOQ,Reason: Children need down time to have fun and be young. Claim: School day should not be longer,implicit
arct_train_4803078_343_APW9F8OTJ4KXO,Reason: Greece cannot support its own economy and is bringing the Euro down. Claim: Greece will destroy the Euro Zone,implicit
arct_train_11652915_304_A34QZDSTKZ3JO9,"Reason: It is likely that Jewish people would be slaughtered, proof of that is what is happening between Egyptians and Muslims. Claim: Hamas-Fatah unity can't lead to mideast peace",implicit
arct_train_7950152_326_A1DJNUJZN8FE7N,Reason: Libraries are a wise addition. Claim: We need libraries,implicit
arct_train_11160920_233_AA7ASGQEOMKEZ,Reason: It would give dignity to both immigrants and democracy. Claim: All immigrants should get ID cards,implicit
arct_train_10338469_90_A1HKYY6XI2OHO1,Reason: Then there would be evidence instead of just opinion. Claim: Police officers should be required to wear cameras,implicit
arct_train_6540450_0_A1CF6U3GF7DZEJ,"Reason: My family took a trip around New York State and Connecticut, and it was epic. Claim: Parents should make vacation with kids",implicit
arct_train_11403441_274_A1CF6U3GF7DZEJ,"Reason: In recent years, there have been a few outbreaks of viruses that were once all but eradicated and they can be blamed on people who make ""capable"" choices. Claim: Vaccination should be mandatory for all children",implicit
arct_train_10228010_216_APW9F8OTJ4KXO,Reason: Allocating resources to education is more useful than funding casinos Claim: Casinos are too much of a gamble,implicit
arct_train_6017135_72_A1OYYWJ2B7OQTD,Reason: Vegans use pseudo-science to pressure people into an unhealthy lifestyle. Claim: Veganism is not good for everyone,implicit
arct_train_11163402_167_A1N1T17XTPEEK5,Reason: Legal identification would help police identify people. Claim: All immigrants should get ID cards,implicit
arct_train_2700867_102_APW9F8OTJ4KXO,"Reason: Humanities help students to process information and communicate with other people more effectively, sometimes in other languages. Claim: Colleges need humanities programs",implicit
arct_train_4063639_595_A1I4CYG5YDFTYM,Reason: Librarians have the ability to teach a special skill set to those who come to their buildings and they generally have the love of their job to do just that. Claim: School librarians are not expendable,implicit
arct_train_6890090_180_A1CF6U3GF7DZEJ,Reason: These taxes make things more equal. Claim: Do not stop taxing capital gains,implicit
arct_train_6995121_203_A3TKD7EJ6BM0M5,Reason: Israel is costing the US money and international reputation. Claim: Supporting Israel hurts,implicit
arct_train_11891193_127_A104V8NZIQFN2F,Reason: Educators should be held accountable in exchange for the federal dollars they receive. Claim: Government should grade colleges,implicit
arct_train_7955845_286_A247LJDZOGXJK6,Reason: Libraries provide a meeting places for many positive activities. Claim: We need libraries,implicit
arct_train_6018659_227_A104V8NZIQFN2F,Reason: Veganism is a moral and personal choice and should not be a lifestyle forced on everyone. Claim: Veganism is not good for everyone,implicit
arct_train_10100991_415_A34QZDSTKZ3JO9,"Reason: Insurance companies will increase premiums or stop participating if they don't have enough people who sign up, rather than lose money. Claim: Obamacare is not working",implicit
arct_train_12628676_554_A1CF6U3GF7DZEJ,Reason: The stronger of ISIS and Assad will be on top in the end so why prevent we need to get involved when we don't even know who's side to be on? Claim: The U.S. should not work with Assad to fight ISIS,implicit
arct_train_9557758_49_A3TKD7EJ6BM0M5,Reason: It meant something to her generation to make a vow which she did to serve her people until her death. Claim: Queen Elizabeth II should not step down,implicit
arct_train_12015274_65_A3GNQDFPZALU92,Reason: Tenure allows for teachers who drink on the job or fall asleep at their desks to bargain for bonuses and increased retirement in order to get rid of them. Claim: Tenure protects bad teachers,implicit
arct_train_5356141_153_A1DJNUJZN8FE7N,Reason: Avoiding intellectual conflict creates stupid people who will not compromise for society. Claim: Parents should not control what kids learn at school,implicit
arct_train_6030836_0_A2D7S8Y2FAUWMC,Reason: Columbia College lets low income students attend for almost no tuition cost. Claim: Wealthy colleges deserve tax breaks,implicit
arct_train_6335460_399_A2QVMCGDLTWV9,Reason: Dual citizenship not being allowed is only enforced by the paranoid. Claim: Dual citizenship should be allowed,implicit
arct_train_5477405_0_AE861G0AY5RGT,Reason: Kids that are homeschooled are still people. Claim: Home-schoolers should play for high school teams,implicit
arct_train_6037518_387_A1I4CYG5YDFTYM,"Reason: Because prostitution has been illegal, it tends to be dominated by often violent pimps. Claim: Prostitution is safer when it's legal",implicit
arct_train_11900472_0_A3PILUAB7LZGWQ,Reason: The type of information reviewed is not useful enough. Claim: Government should not grade colleges,implicit
arct_train_6953387_92_A1DJNUJZN8FE7N,Reason: Supporting Israel undermines US national interests and policies in such an absurd way it is not understandable. Claim: Supporting Israel hurts,implicit
arct_train_3649836_172_A1DJNUJZN8FE7N,Reason: A computer is able to adapt to individual learning pace and needs. Claim: Online classes are the best way to teach,implicit
arct_train_6954953_35_A34QZDSTKZ3JO9,"Reason: By arming Israel with military support, we are supporting their living under occupation as a broken people. Claim: Supporting Israel hurts",implicit
arct_train_9859903_582_A34QZDSTKZ3JO9,Reason: Large group housing is available elsewhere where students can find a unique experience. Claim: Students should live off campus,implicit
arct_train_9947157_261_A1CF6U3GF7DZEJ,Reason: People who want extra salt should be able to enjoy it. Claim: Salt should have a place at the table,implicit
arct_train_11408115_0_A1DJNUJZN8FE7N,"Reason: The only acceptable exemption should be a legitimate medical reason, such as a vaccine allergy. Claim: Vaccination should be mandatory for all children",implicit
arct_train_5449342_0_A3GNQDFPZALU92,Reason: Only those who are well off can afford to work without pay. Claim: Unpaid internship exploit college students,implicit
arct_train_5611379_84_A247LJDZOGXJK6,Reason: Technology and the economy have caused people to be less able to think for themselves. Claim: People are getting dumber,implicit
arct_train_7955845_0_A1I4CYG5YDFTYM,Reason: Libraries are elegant and nice buildings in my community. Claim: We need libraries,implicit
arct_train_10095919_605_AB98SGS280TY5,Reason: Obamacare was a return of healthcare to the free market. Claim: Obamacare is working,implicit
arct_train_7957857_521_A2QVMCGDLTWV9,Reason: Libraries provide much needed activities for caregivers and young children in communities. Claim: We need libraries,implicit
arct_train_5447530_752_AE861G0AY5RGT,Reason: Interns work as hard as regular employees. Claim: Unpaid internship exploit college students,implicit
arct_train_5360372_742_A1LZPWVZRTUZD0,Reason: Federal government mandates are less harmful than parent mandates. Claim: Parents should not control what kids learn at school,implicit
arct_train_7329563_229_A104V8NZIQFN2F,Reason: Professional work is important. Claim: We need professional critics,implicit
arct_train_12997439_0_AE861G0AY5RGT,Reason: The combination of Prozac and talk therapy have been very effective for many depressed people. Claim: Prozac was a true step forward in medicine,implicit
arct_train_9557758_243_APW9F8OTJ4KXO,Reason: Queen Elizabeth II lead through difficult time periods and is a continued source of pride for the United Kingdom. Claim: Queen Elizabeth II should not step down,implicit
arct_train_6212698_362_A34QZDSTKZ3JO9,Reason: Dual citizenship allows one to enjoy the pros and cons of the home country and the country that is welcoming them. Claim: Dual citizenship should be allowed,implicit
arct_train_11163402_404_A34QZDSTKZ3JO9,Reason: Undocumented people would no longer remain anonymous to the government. Claim: All immigrants should get ID cards,implicit
arct_train_5378052_185_A1CF6U3GF7DZEJ,Reason: The rail is much safer. Claim: California needs high-speed rail,implicit
arct_train_5477096_432_APW9F8OTJ4KXO,Reason: If home schooled children get to pick a high school sports team high school kids will want to be able to play for other schools. Claim: Home-schoolers should not play for high school teams,implicit
arct_train_12013086_252_A34QZDSTKZ3JO9,Reason: Teachers only have the assurance that they can't be fired on a whim. Claim: Tenure provides stability,implicit
arct_train_12538804_183_AD8UJKT5HYGNJ,"Reason: Many in lesser developed areas have no access to computers, so the availability of 3D manufactured devices would depend on the provider. Bureaucracies are unlikely to willingly give up their jobs. Claim: 3-D printing will not change the world",implicit
arct_train_6038024_306_A34QZDSTKZ3JO9,Reason: It should have the same health security as places like Amsterdam and Hamburg. Claim: Prostitution is safer when it's legal,implicit
arct_train_9419257_447_A34QZDSTKZ3JO9,Reason: Longer wait times increase the probability of needing fertility procedures. Claim: Women should not delay motherhood,implicit
arct_train_3639835_338_A1CF6U3GF7DZEJ,Reason: The only interest of the private sector is the bottom line profits. Claim: Privatization is a bad deal for cities and states,implicit
arct_train_7096050_0_A247LJDZOGXJK6,"Reason: Organic food doesn't taste any better, but costs more. Claim: Organic food is not worth the expense",implicit
arct_train_11520908_520_AE861G0AY5RGT,"Reason: A transcript produced by a competent reporter is irreplaceable, and not having one may sacrifice justice. Claim: Court stenographers are necessary",implicit
arct_train_9947157_154_AE861G0AY5RGT,Reason: It is important seasoning and can be used in moderation. Claim: Salt should have a place at the table,implicit
arct_train_8385486_0_APW9F8OTJ4KXO,Reason: Preschool can provide substantial early childhood education. Claim: Public preschool is a smart investment,implicit
arct_train_8390305_345_A3TKD7EJ6BM0M5,"Reason: These preschools will benefit the lower middle class too who do not get free childcare programs, so their children won't be left out and fall behind. Claim: Public preschool is a smart investment",implicit
arct_train_10344127_538_A1I4CYG5YDFTYM,Reason: There will always be a recording if the process is done correctly. Claim: Police officers should be required to wear cameras,implicit
arct_train_4426679_22_AE861G0AY5RGT,Reason: Research papers uncover superficial uncritical thinking. Claim: Research papers are a useful exercise for college students,implicit
arct_train_2655810_361_A2D7S8Y2FAUWMC,Reason: Realizing that gasoline is not the only way to fuel cars will lead to lots of innovation. Claim: Electric cars will succeed,implicit
arct_train_12418818_0_A1DJNUJZN8FE7N,Reason: Starchitects adhere to a more rigorous set of industry standards than do local architects. Claim: 'Starchitects' are not ruining cities,implicit
arct_train_9309004_185_AE861G0AY5RGT,Reason: Tipping rewards entrepreneurial spirit and hard work. Claim: To tip,implicit
arct_train_10396017_359_A1CF6U3GF7DZEJ,Reason: More education leads to more successful people. Claim: High school should last six years,implicit
arct_train_9308914_112_AE861G0AY5RGT,Reason: Tips are insulting to customers and servers. Claim: Not to tip,implicit
arct_train_7447002_600_AE861G0AY5RGT,"Reason: Reality shows fake misery, drama, and embarrassment and pretend as though it is real. Claim: Reality shows are worse than other TV",implicit
arct_train_11408807_126_A247LJDZOGXJK6,Reason: Anyone refusing to vaccinate children should be liable for any disease or death they cause. Claim: Vaccination should be mandatory for all children,implicit
arct_train_10099242_60_A34QZDSTKZ3JO9,Reason: Obamacare lowered costs and children were able to utilize it until employment was found. Claim: Obamacare is working,implicit
arct_train_7096050_0_A3C9GGDXBZW62D,"Reason: Organic food doesn't taste any better, but costs more. Claim: Organic food is not worth the expense",implicit
arct_train_9183882_51_A1I4CYG5YDFTYM,Reason: Companies did not create the gene. Claim: Companies shouldn't be allowed to patent genes,implicit
arct_train_3649631_140_A1CF6U3GF7DZEJ,Reason: Online classes can require a lot of repetitive exercises and leave the student at the mercy of the computer with regards to grading. Claim: Online classes are not the best way to teach,implicit
arct_train_2699384_479_A34QZDSTKZ3JO9,Reason: Americans need to learn about other cultures. Claim: Colleges need humanities programs,implicit
arct_train_2341049_117_A34QZDSTKZ3JO9,"Reason: Senoi Indians believe that our dream state is the other side of our wakeful state, and is of equal importance. Claim: We should not manipulate our dreams",implicit
arct_train_7237962_286_A34QZDSTKZ3JO9,Reason: Drones are a deterrent. Claim: Drone attacts make more good,implicit
arct_train_11448878_687_A34QZDSTKZ3JO9,Reason: It is unfair for families affected by vaccine injuries to say that their suffering is for the greater good. Claim: Vaccination should not be mandatory for all children,implicit
arct_train_4592399_454_A34QZDSTKZ3JO9,"Reason: Adults tend to begin to wear down around 3 in the afternoon, it is logical to believe that children would do the same. Claim: School day should not be longer",implicit
arct_train_7952666_625_A1OYYWJ2B7OQTD,Reason: Libraries have always been about making information available to all people. Claim: We need libraries,implicit
arct_train_2700020_281_A1DJNUJZN8FE7N,Reason: Humanities help students to think about human dilemmas in a personal way. Claim: Colleges need humanities programs,implicit
arct_train_10948971_0_A34QZDSTKZ3JO9,Reason: Big Banks are not held accountable for the problems that they have caused so cannot be controlled. Claim: Big banks are out of control,implicit
arct_train_4964300_22_AE861G0AY5RGT,Reason: It is unfair that employers must pay a penalty for hiring obese people. Claim: Legislation should not protect obese,implicit
arct_train_9557758_49_APQU1QQ738JV9,Reason: It meant something to her generation to make a vow which she did to serve her people until her death. Claim: Queen Elizabeth II should not step down,implicit
arct_train_6953215_156_A1CF6U3GF7DZEJ,Reason: Israel is acting inhumane. Claim: Supporting Israel hurts,implicit
arct_train_5445253_523_A34QZDSTKZ3JO9,Reason: Standards of work should include minimum wages. Claim: Unpaid internship exploit college students,implicit
arct_train_8360040_148_AE861G0AY5RGT,Reason: Companies should disclose hacking attempts as a matter of national security. Claim: Disclosure makes consumers safer,implicit
arct_train_4838707_179_A1DJNUJZN8FE7N,Reason: People have the freedom to be left alone. Claim: Voting should not be mandatory,implicit
arct_train_6949832_322_A1HKYY6XI2OHO1,"Reason: American foreign policy needs to serve American interests, not AIPAC or the Jewish state's paranoid pursuit of apartheid empire in the Mideast. Claim: Supporting Israel hurts",implicit
arct_train_6103587_0_A2D7S8Y2FAUWMC,Reason: Banks are making big profits and forgetting to serve the public first. Claim: Fees should be more regulated,implicit
arct_train_2699711_361_AB98SGS280TY5,Reason: Humanities programs teach non-essential information. Claim: Colleges do not need humanities programs,implicit
arct_train_3235190_0_A34QZDSTKZ3JO9,Reason: Extreme parenting doesn't necessarily raise a compassionate child. Claim: Extreme parenting is counterproductive,implicit
arct_train_11408927_175_A2GHGJP29KRWOQ,Reason: [Not vaccinating] puts others at risk. Claim: Vaccination should be mandatory for all children,implicit
arct_train_9831366_0_A1I4CYG5YDFTYM,Reason: Punishing a country that violates the US Government's sense of morality without any threat to the US will harm society. Claim: US should not attack Syria,implicit
arct_train_9944713_0_A2G30CUMM6UXG5,Reason: Research suggests salt is better for you than once thought. Claim: Salt should have a place at the table,implicit
arct_train_3175179_500_AE861G0AY5RGT,Reason: Parents should either move to a better district or help improve public schooling instead of asking for a tax credit. Claim: Home schoolers do not deserve a tax break,implicit
arct_train_11540283_213_AA7ASGQEOMKEZ,Reason: The Rock Hall of Fame is a house of treasures. Claim: Rock Hall of Fame matters,implicit
arct_train_4060466_260_A34QZDSTKZ3JO9,"Reason: School teachers perform the duties that libraries are expected too perform, and thus libraries are redundant. Claim: School librarians are expendable",implicit
