id,tweet_text,categorie
implicit_hate_43,#ukraine #ukrainian thanks brothers . white pride worldwide . #wpww #14words .,implicit
implicit_hate_44,. hey watch this . #leftism = enabling #islamists since times before #crusades . #historyrepeats,implicit
implicit_hate_45,. op ed : islamic doctrine of shariah is anti-constitutional . your future potus should agree .,implicit
implicit_hate_46,: and throw in weekly standard these filthy white trash disgust me,implicit
implicit_hate_47,: csp poll ( 2015 ): 29 % of muslim-americans : violence against those who insult muhammad is acceptable,implicit
implicit_hate_48,: elin krantz : just another dead white liberal female raped to death by non-white invader,implicit
implicit_hate_49,: hollywood jew harvey weinstein busted for decades-long sexual abuse of white women via,implicit
implicit_hate_50,: jewish harvard professor wants to abolish the white race ! read more : via,implicit
implicit_hate_51,: kanye west releases his most anti-white rap song ever sucks hes the most racist man alive ..,implicit
implicit_hate_52,: nice to know that tsunami didn't dampen their energy to stay in the 7th century .,implicit
implicit_hate_53,: uk : students in islamic schools taught sharia amputation methods and that jews are conspiring to take over ...,implicit
implicit_hate_54,: where is the media outrage ? white man was lynched and robbed by a racist black gang ! ( video ) via ...,implicit
implicit_hate_55,: whores of babylon : lena dunham celebrates white genocide via #whitegenocide #waronwhites,implicit
implicit_hate_56,a certain 1400 years old religious ideology has proven to be the biggest killing machine of innocent people in human history,implicit
implicit_hate_57,a future for white children ! in the same fashon as hitler youth who were given the great honor of dying for hitler ! seig heil ! amen !,implicit
implicit_hate_58,all jews should be evicted from white countries,implicit
implicit_hate_59,all white are not aryans ; why are they trying to board the bandwagon of aryans ?,implicit
implicit_hate_60,angola used to be a prosperous portuguese colony . whites fled en masse in 1975,implicit
implicit_hate_61,another white fourteen year old gang-raped by africans in norway via #wpww,implicit
implicit_hate_62,anti-white tweets from hijab #rio2016 athlete . #deportallmuslims,implicit
implicit_hate_63,are we actually fighting an asymmetrical war against white genocide or are we just playing tiddlywinks with enemies who mean to kill us ?,implicit
implicit_hate_64,are you jewish ? if so you aren't white . either way you're anti-white .,implicit
implicit_hate_65,basic human rightswhat for so how are u guys on jews and blacksben n i hate them,implicit
implicit_hate_66,because of course #whitepeople need #billboard #marketing kkk #kkk,implicit
implicit_hate_67,before i read it was white pride i was going to suggest white only sessions,implicit
implicit_hate_68,belgium : non-white invader rapes white woman after dont rape course : via,implicit
implicit_hate_69,both north america and europe belong to us . white men conquered and colonized both .,implicit
implicit_hate_70,britain sees race war brewing between non-white invaders | read more :,implicit
implicit_hate_71,can whites have black artists shoved down their throats without losing their own culture and heritage ?,implicit
implicit_hate_72,come together white people or perish,implicit
implicit_hate_73,don't tell bernie ; hescandinavian socialism & will shudder islam invasion,implicit
implicit_hate_74,don't think the white public won't turn against the blm unless the lying media tells them to . the white public rejects the media,implicit
implicit_hate_75,don't worry bill . it's not a pogrom . we're just replacing jews with white people .,implicit
implicit_hate_76,elin krantz : just another #dead white liberal #female #raped to #death by #non-white #invader via,implicit
implicit_hate_77,extinction of america's white population speeds up #swrm #whitegenocide #prowhite #speedsup via,implicit
implicit_hate_78,final solution : the 1941 plan to exterminate germans #whitegenocide #munich #prayformunich,implicit
implicit_hate_79,german #holocaust #revisionist patriot horst mahler arrested in hungary via,implicit
implicit_hate_80,hate group because your proud to be a white american christian ? insanity ! and very disappointing !,implicit
implicit_hate_81,he is also a black racist . dont forget that .,implicit
implicit_hate_82,help us in california . they are killing americans jobs and taking over the state . some wont go out if they dont have to . a lot dont speak english . they have taken over everything . the politicians are not for americans . they are for illegals . cant move,implicit
implicit_hate_83,heretics = infidels halal to kill,implicit
implicit_hate_84,horrible . 9 year old white boy commits suicide after being tormented for months by racist arabs via,implicit
implicit_hate_85,i don't think his message of racial inclusion was aimed at minorities . i think it was aimed at cucky whites .,implicit
implicit_hate_86,i stick up for white people thats not what you're are racist and putting down other races .,implicit
implicit_hate_87,i support the alt right aspersions for portion of us to be all white ethnostate even,implicit
implicit_hate_88,i support the white brotherhood,implicit
implicit_hate_89,i take that back . one of his parents must be white . not purebred,implicit
implicit_hate_90,i was born white i can't help it . i should just kill myself ... said no one ever .,implicit
implicit_hate_91,if a muslim kill a jew they celebrate him as a hero . if a christian kill a jew we call,implicit
implicit_hate_92,if it's white it's right,implicit
implicit_hate_93,interracial marriage = white genocide,implicit
implicit_hate_94,is white nationalism an #adl honey pot front ?,implicit
implicit_hate_95,islam is racist,implicit
implicit_hate_96,isn't that how it usually begins ? this hatred for infidels and belief in islamic supremacy etc .,implicit
implicit_hate_97,it would be nice .. i would like the idea of my white race surviving .. to thrive and kick a,implicit
implicit_hate_98,it's fundamentally different . whites are better off without blacks and jews ; both parasites on white civilization,implicit
implicit_hate_99,it's us white gentiles getting screwed ! :,implicit
implicit_hate_100,its ok to love who you are . unless you're white,implicit
implicit_hate_101,jewish activists welcome the scandals slowing the trump agenda,implicit
implicit_hate_102,jews know deep down they're not white,implicit
implicit_hate_103,jews run banking media academia and govt ; you're the dummies .,implicit
implicit_hate_104,jews want each of those girls to reject white men and use their white wombs to hatch black babies with black men .,implicit
implicit_hate_105,just search twitter with ' white people ' you'd be surprised on how many anti-white non-whites there are . #diversity,implicit
implicit_hate_106,lahore was a beautiful city dominated by sikhs and hindus ... we lost it ...,implicit
implicit_hate_107,lol you're jewish though . not white .,implicit
implicit_hate_108,look at this some angry black person . you were right they're all violent .,implicit
implicit_hate_109,love you the bearer of aryan race ! ! see what is going on !,implicit
implicit_hate_110,maga white cookouts would be nice .,implicit
implicit_hate_111,make america white again : saturdays nationalist unity gathering | traditionalist youth network,implicit
implicit_hate_112,maybe because somalis have a habit of being criminals people hate them ?,implicit
implicit_hate_113,migrants change uk forever : white britons will be in minority by 2066 via,implicit
implicit_hate_114,most jews follow / embrace their leaders anti white hate thus most jews are not really ' good people ' like ramz says .,implicit
implicit_hate_115,mr moshe it's such a complex issue - again i do fault the media for 99 % of all thus silliness because the more hate they stir up the more money they make . i would say that used to be the case now it's the opposite . every white person is a racist and all blacks are victims,implicit
implicit_hate_116,music against the ' holocaust ' hoax ? : music can probably be a good weapon to amass awareness against lies . ther ...,implicit
implicit_hate_117,muslim gangs want 2 kill those who tell truth ? kill those who worship jesus christ ? kill those who d,implicit
implicit_hate_118,muslims are always wanting to kill someone ! its their duty to kill the infidel .,implicit
implicit_hate_119,muslims are commanded to kill all jews ! see verse :,implicit
implicit_hate_120,muslims kill non-muslims because they kill non-muslims . period . vj is a hate america first-er . that's why obama hired him .,implicit
implicit_hate_121,my white privilege ? see there's that again you know absolutely nothing about me or my family but i'm racist and get white privilege lol,implicit
implicit_hate_122,nba's millonare anti-black racist jew tells girlfriend ' in israel blacks are treated like dogs ' | read more :,implicit
implicit_hate_123,negroes have different reproductive strategy . they are more successful than whites reproductively speaking .,implicit
implicit_hate_124,never vote for somebody who doesn't say up front he is for the white race ! code words don't cut it !,implicit
implicit_hate_125,nothing to see here . we all know black on black and black on white crime is,implicit
implicit_hate_126,now they are calling for an invasion . this is white genocide ! !,implicit
implicit_hate_127,now why would british jews want an influx of syrian moslems ?,implicit
implicit_hate_128,our heroes will never be theirs . multiculturalism is a hoax . hail white america .,implicit
implicit_hate_129,racist black thugs shoot white baby in the face for the fun of it via #flegs,implicit
implicit_hate_130,see literally being white is racist #whitegenocide,implicit
implicit_hate_131,sellout debases himself to beg for jewish money & votes,implicit
implicit_hate_132,selma plot . let me guess . completely virtuous black folks & the generous yankees & jews fight against the evil southern white man . yay ...,implicit
implicit_hate_133,she doesn't want to be white she married a stinking jew .,implicit
implicit_hate_134,so ? welcome to the real world . this is what today's immigrants want to do to whites,implicit
implicit_hate_135,so what's the conspiracy ? jews lied about white people who,implicit
implicit_hate_136,some racist libtards say that if #trump wins they will move to #canada . that's pretty funny ! why move to a white country and not #mexico ?,implicit
implicit_hate_137,speaking out against obama ! #rt #stopislam #makedclisten #crusades #wakeupamerica,implicit
implicit_hate_138,stop #whitegenocide protect white children .,implicit
implicit_hate_139,stop hurting white people .,implicit
implicit_hate_140,thats why i always said he was a muslim president,implicit
implicit_hate_141,the 1790 naturalization act explicitly stated that america was only for white,implicit
implicit_hate_142,the left succeeded in deceit of equating white identity with white supremacy . here's the why :,implicit
implicit_hate_143,the sign says : we're better will less white people than with more white people .,implicit
implicit_hate_144,the traitors are the ones who are not trying to stop the jews from turning american into a non-white country .,implicit
implicit_hate_145,there is no black vs white issue in america there is muslims problem & they infiltrating black groups,implicit
implicit_hate_146,there is no hate . what they want to root out is any form of white european identity . they have declared,implicit
implicit_hate_147,there's tons of documented evidence that the white race is under attack.the straight white,implicit
implicit_hate_148,they do stand for one thing : zionism.jew nationalism - good ! white nationalism - bad ! why is that ?,implicit
implicit_hate_149,they've been hating for 1400 + years it tells th to do so in the quran and hadiths if you care to read up,implicit
implicit_hate_150,this is aryan no orthodox christian ; white & black is none of our business ; only aryans are invited,implicit
implicit_hate_151,too bad your people are turning into soap in south africa .,implicit
implicit_hate_152,trump supports jews . jews support whitegenocide . get the picture ?,implicit
implicit_hate_153,trump's accurate analysis & description of globalists controlling american gov media & banking has jews uneasy . globalist = jew or jew puppet,implicit
implicit_hate_154,understanding women and how the jew ruined her and white society . pls ck my latest thx !,implicit
implicit_hate_155,unity among white people is what makes america great ! minorities and diversity make america weak and our society crumble !,implicit
implicit_hate_156,uplift of the day #expeltheinvaders #europeforeuropeans,implicit
implicit_hate_157,using the enemy's anti-white hate propaganda . #wpww,implicit
implicit_hate_158,we are subjected to anti-white hate : to blame for black fai,implicit
implicit_hate_159,we cannot overcome man if man mixes with different races who do not even have the required iq ( low iq ) to even understand nietzsche's work,implicit
implicit_hate_160,we must learn from the mistakes of our ancestors . hitler made a deal with them and look what they did to him .,implicit
implicit_hate_161,we must secure the existence of our people and a future for white children .,implicit
implicit_hate_162,well that's all allah is teaching them kill kill kill and then kill some more . such a violent religion .,implicit
implicit_hate_163,well white people have killed a lot of people so maybe it's a good thing . or maybe we should just kill vile nazis like you .,implicit
implicit_hate_164,what about the betsy ross flag though ? back-to-basics white nationalism 13 white ethnostate,implicit
implicit_hate_165,what is there to misunderstand about islamic ideology of kill kill kill and kill some more ?,implicit
implicit_hate_166,what you call white supremacy is actually white competency,implicit
implicit_hate_167,white children are disproportionately the v,implicit
implicit_hate_168,white countries are being colonized across the globe which will make white culture and societies impossible . war by demographics .,implicit
implicit_hate_169,white extinction is victory tbh,implicit
implicit_hate_170,white genocide in america 1960-2060 #swrm #whitegenocide #america via,implicit
implicit_hate_171,white genocide is worldwide not just in america . it is something we can rally around in every white nation .,implicit
implicit_hate_172,white people need to be self reliant no need to stand by for the jew grocery store to feed them,implicit
implicit_hate_173,white power | read more : via,implicit
implicit_hate_174,white pride worldwide hooded sweatshirt via,implicit
implicit_hate_175,white protester attacked in #ferguson negrogeddon,implicit
implicit_hate_176,white revolution is the only solution,implicit
implicit_hate_177,white self-hate : master stroke of the george lincoln rockwell #whitepeople #whitepride #wpww,implicit
implicit_hate_178,white welcome aboard glad to have you,implicit
implicit_hate_179,white western race nations are going through a rat infestation & when the white westerners are gone the remaning races will still be just rats,implicit
implicit_hate_180,whites are not bothering anybody . people like you feel empowered by the media to demonize them . white p,implicit
implicit_hate_181,who said white can't ? i'm sorry but it's white choice first then everything after . we see that in film movies and daily living,implicit
implicit_hate_182,why #hindumassmurder ? bcoz hindus worship leaders like gandhiji.congress imports 40000 #rohingyas & 2cr bangladeshis 2 destroy hindus .,implicit
implicit_hate_183,why do we let jews control our society frame every issue & dictate our historical and political paradigms ? #questionsineedanswersto,implicit
implicit_hate_184,will mike tell us how jewish wives are the last stand of implicit white identity ?,implicit
implicit_hate_185,words like socialist etc don't matter but cheating and falsehood of jews are not tolerable worldwide ; this is not germany .,implicit
implicit_hate_186,worse than a loaded gun ! ! since guns don't kill people . only planned parenthood and devout muslims kill people,implicit
implicit_hate_187,yet the only arrest made was a liberal bernie voting moslem . not one white trump voting racist . makes you think,implicit
implicit_hate_188,you are just a video peddler you are misusing ns & ah ; not even knowing aryan race ; you must be a jew,implicit
implicit_hate_189,you can go to the websiter my white brotherwww.theklanofamerica.com,implicit
implicit_hate_190,you hate white people because we're better looking and we're smarter .,implicit
implicit_hate_191,you know it's #fakenews when an organization cites anti-white hate groups like adl and splc.can you say gullible ? bwaaaaahahahahahaha ! !,implicit
implicit_hate_192,you sound like a racist . do you hate white people support genocide of native whites ?,implicit
implicit_hate_193,you'd think a jew would be more sensitive about people getting gassed .,implicit
implicit_hate_194,you're a white man frank . you're automatically a fascist to these people . perhap,implicit
implicit_hate_195,you're distraught by the fact the video dispels myths / falsehoods of ' innocent ' black man assaulted by ' evil ' whites .,implicit
implicit_hate_196,""" : blood & honour : the white aryan resistance t-shirt from the white resister : "" "" ; """,implicit
implicit_hate_197,""" heritage not hate guys ! the entire csa was black ! "" "" """,implicit
implicit_hate_198,""" how the alt-right activist can avoid being doxed "" "" - fmi """,implicit
implicit_hate_199,"#letspretend we are living in a "" colorblind "" "" and "" "" postracial "" "" society not an anti-white one """,implicit
implicit_hate_200,"always place the race card first . "" those racist muslims are ... "" "" or "" "" those racist supporters of islam ... "" "" """,implicit
implicit_hate_201,"hr defends anybody not white and attacks whites in the name of "" human rights . "" "" """,implicit
implicit_hate_202,"it is equally prejudiced albeit more empirically baseless to assume that black people are harmless or "" just like us "" "" """,implicit
implicit_hate_203,"it's a hollow simulacrum of "" white advocacy "" "" if jews are accepted as white """,implicit
implicit_hate_204,"jews r an ancient tribe . they do not identify as "" white "" "" . they actually hate white people ! """,implicit
implicit_hate_205,"more anti-white hate propaganda re : wwii - it's not just the germans all whites guilty for fake "" holocaust "" "" """,implicit
implicit_hate_206,"new "" white privilege tax "" "" for all white people supported by minorities in shocking racism experiment """,implicit
implicit_hate_207,"rt "" it has finally hit them like a 2x4 between the eyes that white america is not the dying corpse they assumed it to be . "" "" - rocky suhayda """,implicit
implicit_hate_208,"rt "" sanctuary cities are asylums from criminal illegals "" "" - . at #cpac2017 """,implicit
implicit_hate_209,"rt here we go have fun with your anti-white "" dear white people "" "" show . """,implicit
implicit_hate_210,"rt putting the "" white "" "" back in white house . love it ! """,implicit
implicit_hate_211,"rt you can't claim "" domestic terrorism "" "" is not a ' muslim monopoly ' while also claiming this domestic radical muslim isn't a terrorist #fresno """,implicit
implicit_hate_212,"the realist report : "" the tattoo business as we know it was largely created by jews "" "" #withjewswelose """,implicit
implicit_hate_213,"they are "" cleansing "" "" the white man right out of existence ! """,implicit
implicit_hate_214,"what is a "" racist "" "" ? what is a "" "" hate group "" "" ? these are euphemisms created to prevent white self-determination & promote invasion """,implicit
implicit_hate_215,"who is promoting "" white privilege "" "" ? #withjewswelose """,implicit
implicit_hate_216,"who'da thunk it ? rt : here's a new one : "" obama is a jew "" "" via #tcot #tlot #wethepeople #becktips """,implicit
implicit_hate_217,"your honor my tweet went out to the black and white ppl of america . those that consider us "" infidels "" "" will never be one with america . those ppl are muslims . history has taught us time & again that muslims do not integrate . muslims conquer and replace cultures . #muslimban """,implicit
implicit_hate_218,#blacklivesmatter iand #antifa are the armed hands of the anti white wealth redistribution & globalist elites,implicit
implicit_hate_219,#macon ga : macon's mlk drive ebt marts are wrapped in anti-theft caging . and tacky yellow anti-theft cages at that .,implicit
implicit_hate_220,#whitepeople should donate to pro-white groups like and,implicit
implicit_hate_221,. best way to stop gun violence in america ? disarm all black people . #tcot #teaparty #sbpdl,implicit
implicit_hate_222,2017 : white people not wanting to be demographically annihilated is white supremacist,implicit
implicit_hate_223,: and as poor as they are the predominantly white areas are still safer .,implicit
implicit_hate_224,: antifa rally 45 % bull dikes 27 % beta cucks 18 % homos 100 %,implicit
implicit_hate_225,: are you ready to offer your white children to the black hangman ? via,implicit
implicit_hate_226,: at least 60 white south africans were murder by racist blacks in the past two months #fuckmandela,implicit
implicit_hate_227,: hate posters ? you want hate buddy ? read the koran . good point charles,implicit
implicit_hate_228,: islam is not a race ? obama white house wants to change that via,implicit
implicit_hate_229,: kkklankkk white brotherhood unite,implicit
implicit_hate_230,: only in the land of the ... cough ... free ! ! lol wake up white man ! white students suspended for wearing white to school ...,implicit
implicit_hate_231,: the last bastion of the white race : 90 % of young finnish people oppose more non-white immigration,implicit
implicit_hate_232,: white girl shot to death for fun by black racist murders ! read more : via,implicit
implicit_hate_233,: white pride radio 8p m est tonight . join in . we will support your shows when you have them .,implicit
implicit_hate_234,african immigrant threatening a frightened native italian woman,implicit
implicit_hate_235,aggressive hiv strain causes aids faster - african expected to bring it to the usa and europe via,implicit
implicit_hate_236,agree . i'm sick of these self-hating behavior and attitude from whites nowadays . it's more common in usa / western europe .,implicit
implicit_hate_237,all successful white men are nazis unless they push an anti white agenda . might as well embrace the fash,implicit
implicit_hate_238,americans = white people . this is our country everybody else are guests .,implicit
implicit_hate_239,another ( ( ( rabbi ) ) ) celebrates the destruction of the white race.it is time to wake up ! #whitegenocide,implicit
implicit_hate_240,another california public school persecutes a white student . #tcot #whitepeople,implicit
implicit_hate_241,anti white much ?,implicit
implicit_hate_242,anti-racist equals anti-white billboard erected in arkansas ( video ) va,implicit
implicit_hate_243,are you on a kill list ? islamic state has posted names of 15000 american citizens on kill lists . #scn,implicit
implicit_hate_244,bachmann : will use loophole to pass immigration in the house via,implicit
implicit_hate_245,because jews meddle too much white christians gave 60 + million lives,implicit
implicit_hate_246,black human rights campaigners managed it in the 50s and 60s.no good reason white human rights campaigners can't .,implicit
implicit_hate_247,black on white crime unveiled : via,implicit
implicit_hate_248,black people no one is forcing you to stay in white america you can go anytime .,implicit
implicit_hate_249,black thug attacks old white man with urine because of slavery #swrm #blackthug #whiteman via,implicit
implicit_hate_250,but they call us ( patriots ) the racist ...,implicit
implicit_hate_251,confederate heritage is white american history .,implicit
implicit_hate_252,considered to be us ! so get with the program and go all out white nationalist ! its the white thing to do !,implicit
implicit_hate_253,cool so when black people kill each other you can't blame the white man !,implicit
implicit_hate_254,cuckservatives : trump refuses to bow to political correctness on federaljudges,implicit
implicit_hate_255,david duke is the white man's champion however it's a losing battle . the white race is dying a face death .,implicit
implicit_hate_256,degenerate black racist killed young white national socialist for swastika tattoo | read more : via,implicit
implicit_hate_257,donald trump won't explain how muslim plan differs from nazis ' tracking of jews via #expeltheinvaders,implicit
implicit_hate_258,every white area / country is the most modern civilised & clean .. it's no wonder they want to flock like rats .. their countries will be empty one day while ours are over run with them .. its wrong ! people didn't fight & die to protect our countries to be over run today .,implicit
implicit_hate_259,face it the white race is dying,implicit
implicit_hate_260,fear of islam far from being irrational is mandatory because it has become more dangerous . daily wo,implicit
implicit_hate_261,freeze religious proportion of voters at 1947 level no voting right for having more than 2 children,implicit
implicit_hate_262,french politician : france belongs to the white,implicit
implicit_hate_263,frightened aren't you it won't be long before whitey is walking thru the slums hoping and preying for a white victory,implicit
implicit_hate_264,gavin married non-white too . you can't get more anti-white than not choosing a white partner .,implicit
implicit_hate_265,golden dawn's leader interviewed about the holocaust myth ( video ) via,implicit
implicit_hate_266,has started a campaign to claim tubman for the ( ( ( conservative ) / cuck movement . joins the pantheon with mlk .,implicit
implicit_hate_267,hey robert if the thesis of your book d . m . e is on to something then this shakes islam at it's very foundations . am i right ?,implicit
implicit_hate_268,i literally read a tweet from a lefty beggging for it to be a white male .,implicit
implicit_hate_269,i support assad . i support white people having babies to increase the population . i hate the current trend of making white men look bad .,implicit
implicit_hate_270,i will take white nationalism > jewish nationalism,implicit
implicit_hate_271,i would make white babies with all of them thats what i am willing to do for the white race,implicit
implicit_hate_272,i'm being ridiculed so often for wanting a white nation . sick of the faux white people . idiots they are .,implicit
implicit_hate_273,if stalin a georgian jew & adolf a jewish diaspora agent antisemitismantijewish in unbotched dictionaries jews safer ?,implicit
implicit_hate_274,illegal aliens storm the beach in san diego second attempt thwarted via #border #immigration #noamnesty,implicit
implicit_hate_275,in order for jews to triumph all it takes is for white men to do nothing .,implicit
implicit_hate_276,ironically didn't you say that you wanted to be segregated from whites ? you can't have it both ways junior .,implicit
implicit_hate_277,is a racist hispanic supremacist that hates white people and jokes about illegal aliens crapping in our american food supply .,implicit
implicit_hate_278,its.time for the white people to ! ! ! #immigration,implicit
implicit_hate_279,jew activist anetta kahane wants to destroy europe via non-white immigration ( video ) via,implicit
implicit_hate_280,jewish fear and loathing of donald trump ( 5 ): would trumps defeat be blamed on jews ? via,implicit
implicit_hate_281,just noticed that has very few if any black executive vice presidents . could be with better jobs more black fathers would want kids,implicit
implicit_hate_282,keep up the great work . yo guys are literally the only white race advocates that physically do stuff .,implicit
implicit_hate_283,legal rule of law immigration . adopt mexico's immigration law & no voting rights period !,implicit
implicit_hate_284,liberal democrats hate white people and despise america ! where is the kgb when you need them ? #putin,implicit
implicit_hate_285,look at white civilization and look at non-white,implicit
implicit_hate_286,milo boasts about getting railed for 18 hours by his black boyfriend . he bathes in blood . that's terrible optics in the south,implicit
implicit_hate_287,more people are shot in chicago in a week than at sandy hook . should black people have the civil right to own firearms ? #nra,implicit
implicit_hate_288,not to be racist but talk about black privilege ... if it were white people media would b,implicit
implicit_hate_289,not white in the head - breitbart via,implicit
implicit_hate_290,o transgender regs threaten freedom of physicianssex means gender identity .,implicit
implicit_hate_291,oh how i wish a man with a machine gun was there ! wake up white people ! they hate us !,implicit
implicit_hate_292,oprah knows what to do: kill white people ! ! ! #altrightrecent black on white and black on asian murders with oprah !,implicit
implicit_hate_293,or white genocide,implicit
implicit_hate_294,originator of the white genocide mantra will be hosting a discussion on white genocide . please rt .,implicit
implicit_hate_295,our people here in america who have no jobs . must come first red yellow black blue purple white skinny tall short fat americans,implicit
implicit_hate_296,polish media aren't occupied with endless tokenism ... yet .,implicit
implicit_hate_297,pro-american pro-identitarian easily defensible easy to understand great optics .,implicit
implicit_hate_298,right . im questioning if this was a legit event tho - it looks like a hoax perpetrated by the jewish owned mass media tbh,implicit
implicit_hate_299,rt : black on white murders grow more sadistic in south africa ( video ) via,implicit
implicit_hate_300,satan's islam : all evils,implicit
implicit_hate_301,so dan carlin is uninformed about the nordics coming to america first ? that's testament to the anti-white narrative,implicit
implicit_hate_302,so is the white hating jew hating cult the nation of islam . what's your point ?,implicit
implicit_hate_303,soon white people will not be a majority anywhere . you believe,implicit
implicit_hate_304,sorry but black people with funny names murder each other in birmingham new orleans and detroit .,implicit
implicit_hate_305,strong message from poland : stop anti-white racism ! via,implicit
implicit_hate_306,the #cuckservative meme : we need to make sure this remains about jews | daily stormer #withjewswelose,implicit
implicit_hate_307,the 95 percent white gop invited a muslim activist who believes that white males are terrorists to their debate . #whitegenocide,implicit
implicit_hate_308,the black community in america is resting on the pillars of state welfare and affirmative action produced white guilt .,implicit
implicit_hate_309,the extermination of the white race : facts about britain and non-white invasion | read more :,implicit
implicit_hate_310,the extermination of the white race : the real facts about britain and non-white immigration via,implicit
implicit_hate_311,the harsh reality : advocating for whites white interests or america of founding fathers automatically makes you marginal .,implicit
implicit_hate_312,the jew mayor of charlottesville trying to stop free speech . thats what jews do,implicit
implicit_hate_313,the media hates jews ? is this guy for real ?,implicit
implicit_hate_314,the racist muslim in the white house wants to ban white trucks now ?,implicit
implicit_hate_315,the republican party is not pro white . people need to shed themselves of that delusion and build a white party !,implicit
implicit_hate_316,the whole point of #laraza is to literally cuck white america . make whites pay to raise greasy mestizo kids .,implicit
implicit_hate_317,then go back to mexico .,implicit
implicit_hate_318,then you should understand why white people in america are resisting being colonized by the,implicit
implicit_hate_319,there is no intelligent opposition to white ethnopatriotism .,implicit
